station,valid,metar
RPLL,2025-01-09 12:00,RPLL 091200Z 12004KT 070V170 9999 FEW025 BKN100 27/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-09 13:00,RPLL 091300Z 13003KT 050V190 9999 FEW025 BKN100 27/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-09 14:00,RPLL 091400Z VRB02KT 9999 FEW025 SCT100 27/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-09 15:00,RPLL 091500Z 11006KT 070V140 9999 FEW025 SCT100 27/20 Q1015 NOSIG RMK A2997
RPLL,2025-01-09 16:00,RPLL 091600Z VRB02KT 9999 FEW025 BKN100 27/20 Q1015 NOSIG RMK A2997
RPLL,2025-01-09 17:00,RPLL 091700Z 06010KT 030V090 9999 FEW025 SCT100 27/19 Q1014 NOSIG RMK A2994
RPLL,2025-01-09 18:00,RPLL 091800Z 12006KT 080V160 9999 FEW025 SCT100 27/19 Q1013 NOSIG RMK A2991
RPLL,2025-01-09 19:00,RPLL 091900Z 09003KT 060V120 9999 FEW025 BKN100 26/20 Q1013 NOSIG RMK A2991
RPLL,2025-01-09 20:00,RPLL 092000Z 12004KT 060V180 9999 FEW025 BKN100 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-09 21:00,RPLL 092100Z 11004KT 070V170 9999 FEW025 BKN100 25/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-09 22:00,RPLL 092200Z VRB02KT 9999 FEW025 SCT100 25/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-09 23:00,RPLL 092300Z VRB01KT 9999 FEW025 SCT100 26/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 00:00,RPLL 100000Z 20005KT 210V270 9999 FEW025 SCT100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 01:00,COR RPLL 100100Z 28005KT 9999 SCT025 BKN100 27/22 Q1017 NOSIG RMK A3003
RPLL,2025-01-10 02:00,RPLL 100200Z 27003KT 220V020 9999 SCT025 BKN100 28/22 Q1016 NOSIG RMK A3000 METAR RPVM 100200Z 04012KT 9999 FEW018CB BKN300 30/25 Q1014 NOSIG RMK A2994 CB NW  SW
RPLL,2025-01-10 03:00,COR RPLL 100300Z 25004KT 180V310 9999 SCT025 BKN100 28/21 Q1016 NOSIG RMK A3000
RPLL,2025-01-10 04:00,RPLL 100400Z VRB02KT 9999 SCT025 BKN100 30/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 05:00,RPLL 100500Z 12008KT 080V180 9999 SCT025 BKN100 31/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 06:00,RPLL 100600Z 10007KT 060V140 9999 SCT025 BKN100 30/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-10 07:00,RPLL 100700Z 11008KT 070V140 9999 SCT025 BKN100 29/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-10 08:00,RPLL 100800Z 11009KT 070V150 9999 SCT025 BKN100 29/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-10 09:00,RPLL 100900Z 12008KT 070V160 9999 SCT025 BKN100 28/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-10 10:00,RPLL 101000Z 12006KT 070V180 9999 SCT025 BKN100 27/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 11:00,COR RPLL 101100Z 11008KT 070V140 9999 SCT025 BKN100 27/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 12:00,RPLL 101200Z 12006KT 080V170 9999 SCT025 BKN100 27/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 13:00,RPLL 101300Z 12007KT 090V150 9999 SCT025 BKN100 27/21 Q1016 NOSIG RMK A3000
RPLL,2025-01-10 14:00,RPLL 101400Z 11006KT 070V150 9999 SCT025 BKN100 27/21 Q1016 NOSIG RMK A3000
RPLL,2025-01-10 15:00,RPLL 101500Z 11004KT 080V170 9999 SCT025 BKN100 27/21 Q1016 NOSIG RMK A3000
RPLL,2025-01-10 16:00,RPLL 101600Z 11004KT 070V150 9999 SCT025 OVC100 27/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 17:00,RPLL 101700Z VRB02KT 9999 SCT025 BKN100 26/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 18:00,RPLL 101800Z VRB02KT 9999 SCT025 BKN100 26/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 19:00,RPLL 101900Z 00000KT 9999 SCT025 BKN100 26/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 20:00,RPLL 102000Z 23002KT 9999 SCT025 BKN100 26/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 21:00,RPLL 102100Z VRB01KT 9999 SCT025 BKN090 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-10 22:00,RPLL 102200Z VRB02KT 9999 SCT025 BKN100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-10 23:00,RPLL 102300Z VRB01KT 9999 SCT025 BKN100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-11 00:00,RPLL 110000Z VRB02KT 9999 SCT025 BKN100 27/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 01:00,RPLL 110100Z VRB03KT 9999 SCT025 BKN100 29/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 02:00,RPLL 110200Z 14003KT 070V210 9999 SCT025 BKN100 30/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 03:00,RPLL 110300Z 12006KT 070V180 9999 SCT025 BKN100 29/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 04:00,RPLL 110400Z 09009KT 030V150 9999 SCT025 BKN100 30/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-11 05:00,RPLL 110500Z 30006KT 260V010 9999 SCT025 BKN100 29/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-11 06:00,RPLL 110600Z 11007KT 070V150 9999 SCT025 BKN100 30/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 07:00,RPLL 110700Z 12008KT 080V150 9999 SCT025 BKN100 30/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 08:00,RPLL 110800Z 11008KT 080V180 9999 FEW025 BKN100 29/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 09:00,RPLL 110900Z 11009KT 070V150 9999 SCT025 BKN100 28/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-11 10:00,RPLL 111000Z 09007KT 060V120 9999 SCT025 BKN100 28/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-11 11:00,COR RPLL 111100Z 15004KT 060V190 9999 SCT025 BKN100 27/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-11 12:00,RPLL 111200Z 14004KT 100V180 9999 SCT025 BKN100 27/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 13:00,RPLL 111300Z 10003KT 070V130 9999 SCT025 BKN100 27/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 14:00,RPLL 111400Z 10004KT 070V140 9999 FEW025 BKN100 26/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 15:00,RPLL 111500Z 11003KT 080V150 9999 SCT025 BKN100 26/22 Q1016 NOSIG RMK A3000
RPLL,2025-01-11 16:00,RPLL 111600Z 06003KT 010V090 9999 SCT023 BKN100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-11 17:00,RPLL 111700Z 00000KT 9999 FEW025 SCT100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-11 18:00,RPLL 111800Z VRB02KT 9999 SCT025 BKN100 26/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-11 19:00,RPLL 111900Z VRB02KT 9999 SCT025 OVC100 26/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 20:00,RPLL 112000Z VRB02KT 9999 SCT025 OVC100 25/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 21:00,RPLL 112100Z VRB02KT 9999 SCT025 BKN100 25/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 22:00,RPLL 112200Z VRB01KT 9999 SCT025 BKN100 25/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-11 23:00,RPLL 112300Z VRB02KT 9999 SCT025 BKN100 25/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-12 00:00,RPLL 120000Z 05006KT 010V100 9999 FEW025 BKN100 26/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-12 01:00,RPLL 120100Z 04005KT 360V080 9999 FEW025 BKN100 28/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-12 02:00,RPLL 120200Z 05005KT 310V100 9999 SCT025 BKN100 28/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-12 03:00,RPLL 120300Z VRB02KT 9999 SCT025 BKN100 28/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-12 04:00,RPLL 120400Z 05005KT 350V100 9999 SCT025 BKN100 28/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-12 05:00,RPLL 120500Z 14004KT 080V210 9999 SCT025 BKN100 29/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-12 06:00,RPLL 120600Z 02005KT 330V060 9999 SCT025 BKN100 29/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 07:00,RPLL 120700Z 05004KT 350V140 9999 SCT025 OVC100 28/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 08:00,RPLL 120800Z 08008KT 040V110 9999 SCT025 OVC100 29/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 09:00,RPLL 120900Z 07007KT 040V140 9999 FEW025 BKN100 28/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 10:00,RPLL 121000Z 03007KT 9999 FEW025 BKN100 27/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-12 11:00,RPLL 121100Z 08005KT 060V120 9999 SCT025 OVC100 27/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-12 12:00,RPLL 121200Z 13005KT 090V180 9999 SCT025 OVC100 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-12 13:00,RPLL 121300Z VRB02KT 9999 -RA SCT023 OVC090 25/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-12 14:00,RPLL 121400Z 00000KT 9999 -RA SCT023 OVC090 25/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-12 15:00,RPLL 121500Z VRB02KT 9999 FEW025 BKN100 25/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-12 16:00,RPLL 121600Z VRB01KT 9999 FEW025 BKN100 25/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-12 17:00,RPLL 121700Z 25003KT 200V270 9999 FEW025 BKN100 25/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-12 18:00,RPLL 121800Z 25003KT 9999 FEW025 BKN100 25/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-12 19:00,RPLL 121900Z VRB01KT 9999 FEW025 BKN100 25/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 20:00,RPLL 122000Z VRB02KT 9999 FEW025 BKN100 25/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 21:00,RPLL 122100Z 30003KT 260V340 9999 FEW025 BKN100 25/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-12 22:00,RPLL 122200Z 29003KT 250V360 9999 SCT025 BKN100 26/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-12 23:00,RPLL 122300Z 28003KT 240V340 9999 FEW025 BKN100 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 00:00,RPLL 130000Z 20003KT 140V280 9999 FEW025 BKN100 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 01:00,RPLL 130100Z VRB02KT 9999 FEW025 BKN100 27/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-13 02:00,RPLL 130200Z VRB01KT 9999 FEW025 BKN100 29/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-13 03:00,RPLL 130300Z 08010KT 9999 SCT025 BKN100 30/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 04:00,RPLL 130400Z 13007KT 090V180 9999 SCT025 BKN100 29/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 05:00,RPLL 130500Z 11006KT 070V160 9999 -SHRA SCT025 BKN100 28/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-13 06:00,RPLL 130600Z 08010KT 050V130 9999 SCT025 BKN100 30/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-13 07:00,RPLL 130700Z 07012KT 040V110 9999 SCT025 BKN100 30/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-13 08:00,RPLL 130800Z 08011KT 050V130 9999 SCT025 BKN100 30/21 Q1011 NOSIG RMK A2985
RPLL,2025-01-13 09:00,RPLL 130900Z 08011KT 060V120 9999 SCT025 BKN100 29/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-13 10:00,RPLL 131000Z 08007KT 9999 SCT025 BKN100 28/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-13 11:00,RPLL 131100Z 08005KT 020V130 9999 SCT025 BKN100 28/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-13 12:00,RPLL 131200Z 11005KT 080V140 9999 SCT025 BKN100 28/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 13:00,RPLL 131300Z 13003KT 090V200 9999 FEW025 BKN100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-13 14:00,RPLL 131400Z VRB02KT 9999 SCT025 BKN100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-13 15:00,RPLL 131500Z VRB02KT 9999 SCT025 BKN100 27/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-13 16:00,RPLL 131600Z VRB02KT 9999 SCT023 OVC100 26/22 Q1015 NOSIG RMK A2997
RPLL,2025-01-13 17:00,RPLL 131700Z VRB02KT 9999 SCT023 OVC100 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 18:00,RPLL 131800Z 00000KT 9999 SCT025 BKN100 26/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-13 19:00,RPLL 131900Z VRB01KT 9999 SCT025 OVC100 26/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-13 20:00,RPLL 132000Z VRB02KT 9999 SCT025 BKN100 26/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-13 21:00,RPLL 132100Z VRB02KT 9999 SCT025 BKN100 26/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-13 22:00,RPLL 132200Z 13003KT 080V150 9999 FEW025 BKN100 26/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-13 23:00,RPLL 132300Z 12004KT 080V160 9999 FEW025 BKN100 26/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 00:00,RPLL 140000Z 12004KT 080V160 9999 FEW025 BKN100 26/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 01:00,RPLL 140100Z 10006KT 070V140 9999 FEW025 BKN100 30/23 Q1016 NOSIG RMK A3000
RPLL,2025-01-14 02:00,RPLL 140200Z 11009G21KT 080V150 9999 SCT025 BKN100 28/23 Q1016 NOSIG RMK A3000
RPLL,2025-01-14 02:17,COR RPLL 140217Z 09014KT 060V120 9000 -SHRA SCT023 OVC100 26/24 Q1016 NOSIG RMK A3000
RPLL,2025-01-14 03:00,RPLL 140300Z 08017KT 9999 SCT023 BKN100 27/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-14 04:00,RPLL 140400Z 09009KT 060V150 9999 SCT025 BKN100 29/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-14 05:00,RPLL 140500Z 11007KT 070V180 9999 SCT025 BKN100 30/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 06:00,RPLL 140600Z 12005KT 050V180 9999 SCT025 BKN100 30/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 07:00,RPLL 140700Z 13005KT 090V180 9999 SCT025 BKN100 30/24 Q1012 NOSIG RMK A2988
RPLL,2025-01-14 08:00,RPLL 140800Z 13007KT 090V160 9999 -RA SCT023 BKN100 29/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-14 09:00,RPLL 140900Z 13005KT 070V220 9999 SCT023 BKN100 29/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-14 10:00,RPLL 141000Z 12007KT 080V150 9999 SCT023 BKN100 28/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 11:00,RPLL 141100Z 11008KT 070V140 9999 SCT023 BKN100 28/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 12:00,RPLL 141200Z 12004KT 080V160 9999 FEW025 BKN100 28/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 13:00,RPLL 141300Z 06006KT 040V100 9999 FEW025 BKN100 27/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-14 14:00,RPLL 141400Z 07005KT 050V110 9999 FEW025 BKN100 27/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-14 15:00,RPLL 141500Z 10006KT 060V150 9999 SCT025 BKN100 27/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-14 16:00,RPLL 141600Z 10005KT 060V120 9999 FEW025 SCT100 27/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 17:00,RPLL 141700Z 10003KT 060V130 9999 FEW025 27/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 18:00,RPLL 141800Z VRB02KT 9999 FEW025 26/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-14 19:00,RPLL 141900Z 18003KT 9999 FEW025 26/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 20:00,RPLL 142000Z VRB02KT 9999 FEW025 25/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 21:00,RPLL 142100Z VRB01KT 9999 FEW025 25/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 22:00,RPLL 142200Z 02004KT 320V050 9999 FEW025 26/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-14 23:00,RPLL 142300Z 15003KT 120V180 9999 FEW025 25/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-15 00:00,RPLL 150000Z VRB02KT 9999 FEW025 27/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 01:00,RPLL 150100Z 11004KT 050V180 9999 FEW025 29/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 02:00,RPLL 150200Z 09006KT 040V140 9999 FEW025 30/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 03:00,RPLL 150300Z 10005KT 060V180 9999 FEW025 31/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 04:00,RPLL 150400Z 27004KT 230V320 9999 FEW025 30/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-15 05:00,RPLL 150500Z 26003KT 210V310 9999 FEW025 30/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-15 06:00,RPLL 150600Z 27005KT 210V340 9999 FEW025 BKN100 29/24 Q1012 NOSIG RMK A2988
RPLL,2025-01-15 07:00,RPLL 150700Z 13006KT 090V180 9999 SCT025 BKN100 30/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-15 08:00,RPLL 150800Z 11004KT 070V160 9999 SCT025 BKN100 30/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-15 09:00,RPLL 150900Z 12005KT 070V160 9999 SCT025 BKN100 29/24 Q1012 NOSIG RMK A2988
RPLL,2025-01-15 10:00,RPLL 151000Z 11004KT 060V180 9999 SCT025 BKN100 29/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-15 11:00,RPLL 151100Z 10005KT 060V160 9999 FEW025 BKN100 28/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-15 12:00,RPLL 151200Z 11004KT 070V140 9999 FEW025 SCT100 28/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-15 13:00,RPLL 151300Z 15003KT 090V200 9999 FEW025 SCT100 27/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 14:00,RPLL 151400Z 08003KT 060V120 9999 FEW025 27/24 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 15:00,RPLL 151500Z VRB02KT 9999 FEW025 BKN100 27/23 Q1015 NOSIG RMK A2997
RPLL,2025-01-15 16:00,RPLL 151600Z VRB02KT 9999 FEW025 BKN100 27/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-15 17:00,RPLL 151700Z VRB02KT 9999 FEW025 BKN100 27/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-15 18:00,RPLL 151800Z VRB01KT 9999 SCT025 26/24 Q1013 NOSIG RMK A2991
RPLL,2025-01-15 19:00,RPLL 151900Z VRB02KT 9999 FEW025 26/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-15 20:00,RPLL 152000Z VRB02KT 9999 FEW025 26/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-15 21:00,RPLL 152100Z VRB02KT 9999 FEW025 25/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-15 22:00,RPLL 152200Z VRB01KT 9999 FEW025 25/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-15 23:00,RPLL 152300Z VRB01KT 9999 FEW025 25/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-16 00:00,RPLL 160000Z VRB02KT 9999 FEW025 27/23 Q1014 NOSIG RMK A2994 METAR RPVM 160000Z 36008KT 9999 FEW020 SCT300 28/25 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 01:00,RPLL 160100Z 27006KT 250V310 9999 FEW025 BKN100 27/24 Q1014 NOSIG RMK A2994
RPLL,2025-01-16 02:00,RPLL 160200Z 30003KT 260V020 9999 FEW025 BKN100 28/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-16 03:00,RPLL 160300Z 29004KT 190V340 9999 FEW025 BKN100 29/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-16 04:00,RPLL 160400Z VRB02KT 9999 FEW025 SCT100 31/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-16 05:00,RPLL 160500Z 11007KT 070V180 9999 FEW025 33/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-16 06:00,RPLL 160600Z 10008KT 060V150 9999 FEW025 SCT100 33/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-16 07:00,RPLL 160700Z 10011KT 080V150 9999 FEW025 BKN100 32/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-16 08:00,RPLL 160800Z 09010KT 060V120 9999 FEW025 BKN100 32/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-16 09:00,RPLL 160900Z 11007KT 070V140 9999 FEW025 31/21 Q1011 NOSIG RMK A2985
RPLL,2025-01-16 10:00,RPLL 161000Z 11007KT 070V140 9999 SCT025 29/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 11:00,RPLL 161100Z 13006KT 080V170 9999 SCT025 28/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 12:00,RPLL 161200Z 13005KT 080V180 9999 SCT025 27/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-16 13:00,RPLL 161300Z 14004KT 080V220 9999 FEW025 27/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-16 14:00,RPLL 161400Z 13004KT 090V170 9999 FEW025 27/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-16 15:00,RPLL 161500Z VRB01KT 9999 FEW025 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-16 16:00,RPLL 161600Z VRB02KT 9999 FEW025 26/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-16 17:00,RPLL 161700Z VRB02KT 9999 FEW025 BKN100 26/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-16 18:00,RPLL 161800Z VRB02KT 9999 FEW025 SCT100 26/23 Q1013 NOSIG RMK A2991
RPLL,2025-01-16 19:00,RPLL 161900Z 20003KT 160V230 9999 FEW025 SCT100 25/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 20:00,RPLL 162000Z VRB01KT 9999 FEW025 25/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 21:00,RPLL 162100Z VRB02KT 9999 FEW025 25/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 22:00,RPLL 162200Z 22002KT 9999 FEW025 25/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-16 23:00,RPLL 162300Z 22003KT 160V250 9999 FEW025 26/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-17 00:00,RPLL 170000Z 25004KT 190V290 9999 FEW025 27/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-17 01:00,RPLL 170100Z 26003KT 210V320 9999 FEW025 27/22 Q1014 NOSIG RMK A2994
RPLL,2025-01-17 02:00,RPLL 170200Z 28004KT 240V330 9999 SCT025 29/23 Q1014 NOSIG RMK A2994
RPLL,2025-01-17 03:00,RPLL 170300Z 27004KT 220V290 9999 BKN025 29/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-17 04:00,RPLL 170400Z 15006KT 100V230 9999 BKN025 30/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-17 05:00,RPLL 170500Z 14007KT 040V190 9999 BKN025 31/23 Q1011 NOSIG RMK A2988
RPLL,2025-01-17 06:00,RPLL 170600Z 04006KT 360V080 9999 SCT025 SCT100 30/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-17 07:00,RPLL 170700Z 09012KT 060V130 9999 FEW025 SCT100 32/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-17 08:00,RPLL 170800Z 09010KT 060V120 9999 FEW025 BKN100 31/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-17 09:00,RPLL 170900Z 13008KT 070V180 9999 FEW025 BKN100 29/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-17 10:00,RPLL 171000Z 12008KT 080V160 9999 FEW025 BKN100 28/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-17 11:00,RPLL 171100Z 11006KT 080V160 9999 FEW025 BKN100 28/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-17 12:00,RPLL 171200Z 12005KT 070V190 9999 FEW025 SCT100 27/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-17 13:00,RPLL 171300Z VRB02KT 9999 FEW025 BKN100 27/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-17 14:00,RPLL 171400Z 12005KT 080V160 9999 FEW025 BKN100 27/22 Q1012 NOSIG RMK A2988 METAR RPVM 171400Z 04008KT 9999 FEW018CB BKN100 28/25 Q1011 RESHRA NOSIG RMK A2985 CB SW-N
RPLL,2025-01-17 15:00,RPLL 171500Z 13004KT 080V190 9999 FEW025 BKN100 27/22 Q1013 NOSIG RMK A2991
RPLL,2025-01-17 16:00,RPLL 171600Z 00000KT 9999 FEW025 BKN100 27/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-17 17:00,RPLL 171700Z 06003KT 030V090 9999 FEW025 SCT100 26/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-17 18:00,RPLL 171800Z 06004KT 9999 FEW025 BKN100 25/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-17 19:00,RPLL 171900Z 07003KT 040V110 9999 FEW025 BKN100 26/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-17 20:00,RPLL 172000Z VRB02KT 9999 FEW025 BKN100 26/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-17 21:00,RPLL 172100Z VRB02KT 9999 FEW025 BKN100 26/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-17 22:00,RPLL 172200Z VRB02KT 9999 FEW025 BKN100 26/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-17 23:00,RPLL 172300Z VRB01KT 9999 FEW025 BKN100 26/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-18 00:00,RPLL 180000Z VRB02KT 9999 FEW025 BKN100 27/23 Q1012 NOSIG RMK A2988
