station,valid,metar
RPLL,2025-07-01 19:00,RPLL 011900Z 00000KT 9999 FEW023 BKN090 27/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-01 20:00,RPLL 012000Z 02003KT 9999 SCT023 BKN090 27/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-01 21:00,RPLL 012100Z 06006KT 9999 SCT023 BKN090 27/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-01 22:00,RPLL 012200Z VRB04KT 9999 SCT023 BKN090 27/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-01 23:00,RPLL 012300Z 04004KT 9999 SCT023 OVC090 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 00:00,RPLL 020000Z 01003KT 270V070 9999 SCT023 BKN100 29/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 01:00,RPLL 020100Z 33004KT 300V360 9999 FEW025 SCT100 30/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 02:00,RPLL 020200Z 30005KT 250V360 9999 FEW025 SCT100 31/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 03:00,RPLL 020300Z 29006KT 260V320 9999 FEW025TCU SCT100 31/26 Q1008 NOSIG RMK A2977 TCU SE
RPLL,2025-07-02 04:00,RPLL 020400Z 31008KT 280V340 9999 FEW025 31/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 05:00,RPLL 020500Z 31012KT 270V340 9999 FEW023CB SCT100 31/27 Q1007 NOSIG RMK A2974 CB SE
RPLL,2025-07-02 05:44,COR RPLL 020544Z 30013KT 9000 -SHRA FEW022CB SCT023 OVC0100 28/26 Q1008 NOSIG RMK A2977 CB E-S
RPLL,2025-07-02 06:00,RPLL 020600Z 30011KT 9000 -SHRA FEW022CB SCT023 OVC100 28/26 Q1008 NOSIG RMK A2977 CB SE S
RPLL,2025-07-02 07:00,RPLL 020700Z 28009KT 220V310 9999 SCT025 BKN100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-02 08:00,RPLL 020800Z 29009KT 260V320 9999 SCT025 BKN100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-02 09:00,RPLL 020900Z 27006KT 230V310 9999 SCT025 BKN100 28/24 Q1007 NOSIG RMK A2974
RPLL,2025-07-02 10:00,RPLL 021000Z 27005KT 9999 SCT025 BKN100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-02 11:00,RPLL 021100Z 19004KT 9999 SCT023 BKN100 29/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 12:00,RPLL 021200Z 24004KT 9999 FEW023CB SCT100 29/26 Q1008 NOSIG RMK A2977 CB/OCNL LTG N
RPLL,2025-07-02 13:00,RPLL 021300Z 24004KT 210V270 9999 FEW025 BKN130 29/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 14:00,RPLL 021400Z VRB02KT 9999 FEW025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 15:00,RPLL 021500Z VRB01KT 9999 FEW025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 16:00,RPLL 021600Z 33004KT 300V030 9999 FEW025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-02 17:00,RPLL 021700Z VRB03G19KT 9999 SCT025 BKN100 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 18:00,RPLL 021800Z 25005KT 9000 -SHRA FEW023CB SCT025 OVC090 26/25 Q1008 NOSIG RMK A2977 CB N-NE
RPLL,2025-07-02 19:00,RPLL 021900Z VRB02KT 9999 -RA FEW025 OVC100 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 20:00,RPLL 022000Z VRB02KT 9999 -RA FEW025 OVC100 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 21:00,RPLL 022100Z 26007KT 9999 SCT025 OVC100 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-02 22:00,RPLL 022200Z 25013KT 6000 -RA SCT022 OVC090 25/25 Q1009 TEMPO 4000 RA RMK A2980
RPLL,2025-07-02 23:00,RPLL 022300Z 25005KT 7000 -RA SCT022 OVC090 25/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-03 00:00,RPLL 030000Z 22004KT 170V250 8000 -RA SCT022 OVC090 26/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-03 01:00,RPLL 030100Z 27005KT 240V300 9000 -RA SCT022 OVC090 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 02:00,RPLL 030200Z 27006KT 240V310 9999 SCT022 OVC090 28/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 03:00,RPLL 030300Z 24006KT 9000 -RA SCT022 OVC090 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 03:14,RPLL 030314Z 23009KT 5000 RA SCT022 OVC090 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 04:00,RPLL 030400Z 24009KT 8000 -RA SCT022 OVC090 27/26 Q1009 RERA NOSIG RMK A2980
RPLL,2025-07-03 05:00,RPLL 030500Z 25009KT 9000 -RA SCT022 OVC090 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-03 06:00,RPLL 030600Z 26011KT 9000 -RA SCT022 OVC090 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 07:00,RPLL 030700Z 24010KT 9000 SCT023 OVC090 28/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 08:00,RPLL 030800Z 25009KT 9000 SCT023 OVC090 28/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 09:00,RPLL 030900Z 23006KT 190V270 9000 SCT022 OVC090 28/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 10:00,RPLL 031000Z 27014KT 9000 SCT022 OVC090 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 10:12,RPLL 031012Z 27012KT 9000 -RA SCT022 OVC090 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 11:00,RPLL 031100Z 25010KT 220V280 9000 SCT022 OVC100 27/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 12:00,RPLL 031200Z 22005KT 180V250 9999 SCT023 BKN100 27/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-03 12:35,RPLL 031235Z 23004KT 190V250 9999 -RA SCT022 OVC100 27/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-03 13:00,RPLL 031300Z 22003KT 190V260 9999 SCT023 BKN100 27/25 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 14:00,RPLL 031400Z VRB01KT 9999 SCT023 BKN100 27/25 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 15:00,COR RPLL 031500Z 20003KT 140V220 9999 -RA SCT023 BKN100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-03 16:00,RPLL 031600Z VRB02KT 9999 FEW023CB SCT025 BKN100 26/26 Q1009 NOSIG RMK A2980 CB N
RPLL,2025-07-03 17:00,RPLL 031700Z VRB02KT 9999 FEW025 26/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-03 18:00,RPLL 031800Z VRB02KT 9999 FEW025 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 19:00,RPLL 031900Z VRB02KT 9999 FEW025 26/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 20:00,RPLL 032000Z 00000KT 9999 FEW025 26/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-03 21:00,RPLL 032100Z VRB02KT 9999 FEW025 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 22:00,RPLL 032200Z VRB01KT 9999 FEW025 BKN100 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-03 23:00,RPLL 032300Z VRB02KT 9999 SCT025 BKN100 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-04 00:00,RPLL 040000Z 17004KT 130V210 9999 FEW025 BKN100 29/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-04 01:00,RPLL 040100Z 19005KT 130V240 9999 FEW025 SCT100 30/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 02:00,RPLL 040200Z 20005KT 120V240 9999 SCT025 BKN100 31/24 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 03:00,RPLL 040300Z VRB02KT 9999 SCT025 BKN100 31/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-04 04:00,RPLL 040400Z VRB02KT 9999 SCT025 BKN100 32/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-04 05:00,RPLL 040500Z VRB05KT 9999 SCT025 BKN100 31/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-04 06:00,RPLL 040600Z 27016KT 9999 FEW023CB SCT025 BKN100 32/27 Q1006 NOSIG RMK A2971 CB E
RPLL,2025-07-04 07:00,RPLL 040700Z 25017KT 9999 -SHRA FEW023CB SCT025 BKN100 29/25 Q1007 NOSIG RMK A2974 CB E
RPLL,2025-07-04 08:00,RPLL 040800Z 24008KT 9999 SCT023 BKN100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-04 09:00,RPLL 040900Z 25008KT 210V270 9999 SCT023 BKN100 30/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-04 10:00,RPLL 041000Z 26012KT 9999 SCT023 BKN100 28/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-04 11:00,RPLL 041100Z 26008KT 9999 SCT023 BKN100 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-04 12:00,RPLL 041200Z 25005KT 9999 FEW025 BKN150 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 13:00,RPLL 041300Z VRB02KT 9999 FEW025 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 14:00,RPLL 041400Z VRB02KT 9999 FEW025 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 15:00,RPLL 041500Z VRB01KT 9999 FEW025 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 16:00,RPLL 041600Z VRB01KT 9999 FEW025 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-04 17:00,RPLL 041700Z VRB01KT 9999 FEW025 SCT100 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-04 18:00,RPLL 041800Z 16003KT 9999 FEW025 SCT100 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-04 19:00,RPLL 041900Z VRB01KT 9999 FEW025 27/25 Q1006 NOSIG RMK A2971
RPLL,2025-07-04 20:00,RPLL 042000Z VRB02KT 9999 FEW025 27/25 Q1006 NOSIG RMK A2971
RPLL,2025-07-04 21:00,RPLL 042100Z VRB02KT 9999 FEW025 27/26 Q1006 NOSIG RMK A2971
RPLL,2025-07-04 22:00,RPLL 042200Z VRB02KT 9999 FEW025 27/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-04 23:00,RPLL 042300Z VRB02KT 9999 FEW025 29/27 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 00:00,RPLL 050000Z 14003KT 070V220 9999 FEW025 BKN100 30/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 01:00,RPLL 050100Z VRB02KT 9999 FEW025 BKN100 32/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 02:00,RPLL 050200Z VRB05KT 9999 FEW025 BKN100 31/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 03:00,RPLL 050300Z 26012KT 7000 -TSRA FEW022CB SCT023 OVC080 27/27 Q1008 TEMPO 4000 TSRA RMK A2977 CB N/OHD
RPLL,2025-07-05 04:00,RPLL 050400Z 25015KT 8000 -RA FEW022CB SCT023 OVC080 27/26 Q1008 RETS RMK A2977 CB NE-E
RPLL,2025-07-05 05:00,RPLL 050500Z 26007KT 220V290 9000 -RA SCT022 OVC080 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 06:00,RPLL 050600Z VRB01KT 9000 -RA SCT022 OVC080 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 07:00,RPLL 050700Z VRB02KT 9000 -RA SCT023 OVC090 28/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 08:00,RPLL 050800Z 23004KT 160V260 9999 SCT025 OVC100 28/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 09:00,RPLL 050900Z VRB02KT 9999 SCT025 OVC100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 10:00,RPLL 051000Z 21004KT 180V260 9999 SCT025 OVC100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 11:00,RPLL 051100Z 23005KT 9999 FEW025 BKN150 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 12:00,RPLL 051200Z VRB02KT 9999 FEW025 SCT150 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 13:00,RPLL 051300Z VRB01KT 9999 FEW025 SCT100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-05 14:00,RPLL 051400Z 00000KT 9999 SCT025 OVC100 27/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-05 15:00,RPLL 051500Z 20003KT 9999 FEW025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-05 16:00,COR RPLL 051600Z VRB01KT 9999 FEW025 BKN100 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 17:00,RPLL 051700Z VRB02KT 9999 SCT025 BKN100 28/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 18:00,RPLL 051800Z VRB01KT 9999 FEW025 27/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 19:00,RPLL 051900Z VRB02KT 9999 FEW025 SCT150 27/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 20:00,RPLL 052000Z VRB01KT 9999 FEW025 26/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 21:00,RPLL 052100Z VRB01KT 9999 FEW025 26/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-05 22:00,RPLL 052200Z VRB02KT 9999 FEW025 SCT100 27/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-05 23:00,RPLL 052300Z VRB02KT 9999 SCT025 SCT100 28/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-06 00:00,RPLL 060000Z VRB02KT 9999 SCT025 BKN100 29/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-06 01:00,RPLL 060100Z 27009KT 9999 SCT025 BKN100 29/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 02:00,RPLL 060200Z 23007KT 170V260 9999 FEW025 BKN100 31/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-06 03:00,RPLL 060300Z 23011KT 200V260 9999 SCT023 OVC090 31/25 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 03:24,RPLL 060324Z 23008KT 9999 -RA SCT023 OVC080 28/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 04:00,RPLL 060400Z 26008KT 9999 SCT025 OVC090 29/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 05:00,RPLL 060500Z 28008KT 260V320 9999 SCT025 BKN100 29/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-06 06:00,RPLL 060600Z 24009KT 200V260 9999 FEW025 BKN100 31/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-06 07:00,RPLL 060700Z 22011KT 190V250 9999 FEW025 31/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-06 08:00,RPLL 060800Z 26011KT 230V290 9999 FEW025 31/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-06 09:00,RPLL 060900Z 27012KT 9999 SCT025 31/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-06 10:00,RPLL 061000Z 24008KT 200V260 9999 FEW025 30/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-06 11:00,RPLL 061100Z 24007KT 9999 FEW025 29/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-06 12:00,RPLL 061200Z 23005KT 200V270 9999 FEW025 29/25 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 13:00,RPLL 061300Z 30005KT 260V320 9999 -SHRA FEW025 BKN100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 14:00,RPLL 061400Z VRB02KT 9999 FEW025 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 15:00,RPLL 061500Z 00000KT 9999 FEW025 SCT100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-07-06 16:00,RPLL 061600Z VRB02KT 9999 FEW025 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-06 17:00,RPLL 061700Z VRB01KT 9999 SCT023 27/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-06 18:00,RPLL 061800Z VRB01KT 9999 FEW025 27/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-06 19:00,RPLL 061900Z VRB01KT 9999 FEW025 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-06 20:00,RPLL 062000Z VRB02KT 9999 FEW023CB 27/26 Q1009 NOSIG RMK A2980 CB/OCNL LTG N
RPLL,2025-07-06 21:00,RPLL 062100Z 03004KT 350V130 9999 VCSH FEW022CB SCT023 BKN100 27/26 Q1008 NOSIG RMK A2977 CB/OCNL LTG/VCSH N
RPLL,2025-07-06 22:00,RPLL 062200Z 22004KT 190V250 9999 FEW025 SCT100 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-06 23:00,RPLL 062300Z 23005KT 200V260 9999 FEW025 SCT100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 00:00,RPLL 070000Z 27006KT 220V260 9999 FEW025 SCT100 29/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 01:00,RPLL 070100Z 27007KT 9999 FEW025 30/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 02:00,RPLL 070200Z 25010KT 210V280 9999 SCT025 31/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 03:00,RPLL 070300Z 27014KT 9999 SCT025 31/25 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 03:30,RPLL 070330Z 25009KT 9999 -SHRA FEW025 SCT100 30/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 04:00,RPLL 070400Z 26012KT 9999 FEW025 BKN100 30/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 05:00,RPLL 070500Z 26011KT 9999 FEW025 BKN100 31/27 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 06:00,RPLL 070600Z 26017KT 9999 FEW025 31/27 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 07:00,RPLL 070700Z 26016KT 9999 FEW025 31/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 08:00,RPLL 070800Z 27015KT 9999 FEW025 31/27 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 09:00,RPLL 070900Z 27014KT 9999 FEW025 SCT100 31/27 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 10:00,RPLL 071000Z 26014KT 9999 FEW025 SCT100 30/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 11:00,RPLL 071100Z 25010KT 9999 FEW025 SCT100 29/27 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 12:00,RPLL 071200Z 25009KT 210V270 9999 SCT023 29/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 13:00,RPLL 071300Z 23005KT 200V260 9999 SCT023 29/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 14:00,RPLL 071400Z 25008KT 210V280 9999 FEW023 29/26 Q1010 NOSIG RMK A2983
RPLL,2025-07-07 15:00,RPLL 071500Z 23005KT 200V260 9999 FEW023 29/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 16:00,RPLL 071600Z 22005KT 9999 FEW023 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 17:00,RPLL 071700Z VRB02KT 9999 SCT023 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-07 18:00,RPLL 071800Z 23003KT 180V270 9999 FEW023 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 19:00,RPLL 071900Z VRB02KT 9999 FEW023 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 20:00,RPLL 072000Z 21003KT 9999 FEW025 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 21:00,RPLL 072100Z VRB02KT 9999 FEW025 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 22:00,RPLL 072200Z VRB02KT 9999 FEW025 SCT100 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-07 23:00,COR RPLL 072300Z 24005KT 200V270 9000 -SHRA FEW025 BKN100 29/26 Q1009 NOSIG RMK A2977
RPLL,2025-07-08 00:00,RPLL 080000Z 26011KT 9999 FEW025 30/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-08 01:00,RPLL 080100Z 26013KT 9999 FEW025 30/26 Q1009 NOSIG RMK A2980
RPLL,2025-07-08 02:00,RPLL 080200Z 26016KT 9999 FEW025 SCT100 29/27 Q1009 NOSIG RMK A2980
RPLL,2025-07-08 03:00,RPLL 080300Z 26012KT 9999 FEW025 32/27 Q1008 NOSIG RMK A2977
RPLL,2025-07-08 04:00,RPLL 080400Z 26013KT 9000 -SHRA FEW025 BKN100 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-07-08 05:00,RPLL 080500Z 27010KT 9999 FEW025 BKN100 30/28 Q1007 NOSIG RMK A2974
RPLL,2025-07-08 06:00,RPLL 080600Z 28012KT 9999 FEW025 BKN100 29/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-08 07:00,RPLL 080700Z 26013KT 9999 FEW025 BKN100 30/27 Q1006 NOSIG RMK A2971
RPLL,2025-07-08 08:00,RPLL 080800Z 25016KT 9999 FEW025 SCT100 29/26 Q1006 NOSIG RMK A2971
RPLL,2025-07-08 09:00,RPLL 080900Z 25015KT 9999 FEW025 SCT100 29/25 Q1006 NOSIG RMK A2971
RPLL,2025-07-08 10:00,RPLL 081000Z 27008KT 9999 FEW023CB SCT100 28/27 Q1006 NOSIG RMK A2971 CB N
RPLL,2025-07-08 10:12,RPLL 081012Z 30007KT 240V350 9999 -SHRA FEW023CB SCT025 BKN100 29/27 Q1006 NOSIG RMK A2971 CB NE/SE
RPLL,2025-07-08 11:00,RPLL 081100Z 26005KT 220V290 9999 -TSRA FEW022CB SCT023 BKN100 28/27 Q1007 TEMPO 5000 TSRA RMK A2974 CB/OCNL LTG OHD/S
RPLL,2025-07-08 11:39,RPLL 081139Z 01010KT 340V050 5000 -TSRA FEW020CB SCT022 OVC090 26/26 Q1008 TEMPO TSRA RMK A2977 CB/OCNL LTG OHD/E
RPLL,2025-07-08 12:00,COR RPLL 081200Z 31003KT 230V030 6000 -TSRA SCT020CB BKN022 OVC090 26/26 Q1008 TEMPO 5000 TSRA RMK A2977 CB/FRQ OHD/E/S-SW
RPLL,2025-07-08 13:00,COR RPLL 081300Z 24003KT 200V290 9000 -RA FEW022CB BKN023 OVC090 26/26 Q1009 RETS TEMPO 6000 -SHRA RMK A2980 CB/OCNL LTG S-SW
RPLL,2025-07-08 14:00,RPLL 081400Z 23006KT 9000 -RA SCT022 OVC090 26/26 Q1009 RMK A2980
RPLL,2025-07-08 15:00,RPLL 081500Z 21005KT 180V240 8000 -RA SCT022 OVC090 25/25 Q1010 NOSIG RMK A2983
RPLL,2025-07-08 16:00,RPLL 081600Z 25008KT 8000 -RA SCT022 OVC090 25/25 Q1009 NOSIG RMK A2980
RPLL,2025-07-08 17:00,RPLL 081700Z 25006KT 9000 -RA FEW022 OVC090 25/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-08 18:00,RPLL 081800Z VRB02KT 9999 -RA SCT023 OVC090 25/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-08 19:00,RPLL 081900Z 23004KT 180V270 9999 -RA FEW025 OVC100 26/26 Q1006 NOSIG RMK A2971
RPLL,2025-07-08 20:00,RPLL 082000Z VRB02KT 9999 FEW025 BKN100 26/25 Q1005 NOSIG RMK A2968
RPLL,2025-07-08 21:00,RPLL 082100Z VRB02KT 9999 SCT023 BKN100 26/25 Q1006 NOSIG RMK A2971
RPLL,2025-07-08 22:00,RPLL 082200Z VRB02KT 9999 -RA BKN023 OVC100 26/25 Q1007 NOSIG RMK A2974
RPLL,2025-07-08 23:00,RPLL 082300Z VRB02KT 9999 -RA SCT023 OVC090 26/26 Q1007 NOSIG RMK A2974
RPLL,2025-07-09 00:00,RPLL 090000Z 26005KT 220V300 9999 SCT023 OVC100 28/27 Q1007 NOSIG RMK A2974
RPLL,2025-07-09 01:00,RPLL 090100Z 26009KT 9999 SCT023 OVC100 29/28 Q1007 NOSIG RMK A2974
RPLL,2025-07-09 02:00,RPLL 090200Z 24011G22KT 210V270 9999 -RA SCT023 BKN100 27/27 Q1007 NOSIG RMK A2974
RPLL,2025-07-09 03:00,RPLL 090300Z 26015KT 9999 FEW022CB SCT023 BKN100 31/27 Q1007 NOSIG RMK A2974 CB NE/E
RPLL,2025-07-09 04:00,RPLL 090400Z 26013KT 9999 TS FEW022CB SCT023 BKN100 30/26 Q1007 TEMPO 8000 -TSRA RMK A2974 CB N/NW
RPLL,2025-07-09 05:00,RPLL 090500Z 26011KT 9000 -SHRA FEW022CB SCT023 BKN100 29/27 Q1006 RETS NOSIG RMK A2971 CB N
RPLL,2025-07-09 06:00,RPLL 090600Z 26013KT 9999 -RA SCT023 BKN100 29/27 Q1005 NOSIG RMK A2968
RPLL,2025-07-09 07:00,RPLL 090700Z 26013KT 9999 -RA SCT023 OVC100 30/27 Q1005 NOSIG RMK A2968
RPLL,2025-07-09 08:00,RPLL 090800Z 26015KT 9999 SCT023 OVC100 30/27 Q1004 NOSIG RMK A2965
RPLL,2025-07-09 09:00,RPLL 090900Z 27014KT 8000 -RA SCT022 OVC090 29/26 Q1004 NOSIG RMK A2965
RPLL,2025-07-09 10:00,RPLL 091000Z 26011KT 9000 SCT023 OVC100 29/27 Q1004 NOSIG RMK A2965
RPLL,2025-07-09 11:00,COR RPLL 091100Z 25007KT 9999 -SHRA FEW022CB SCT023 BKN100 29/26 Q1005 NOSIG RMK A2968 CB N
RPLL,2025-07-09 12:00,RPLL 091200Z 23006KT 9999 FEW025 BKN100 29/26 Q1005 NOSIG RMK A2968
RPLL,2025-07-09 13:00,RPLL 091300Z 24005KT 9999 FEW025 BKN100 28/26 Q1005 NOSIG RMK A2968
RPLL,2025-07-09 14:00,RPLL 091400Z 24006KT 210V270 9999 SCT025 28/26 Q1006 NOSIG RMK A2971
RPLL,2025-07-09 15:00,RPLL 091500Z 22003KT 190V250 9999 SCT025 BKN100 28/26 Q1006 NOSIG RMK A2971
RPLL,2025-07-09 16:00,RPLL 091600Z VRB05KT 7000 -SHRA FEW023CB SCT025 OVC090 28/27 Q1006 NOSIG RMK A2971 CB N
RPLL,2025-07-09 17:00,RPLL 091700Z 25004KT 210V270 9999 FEW023CB SCT025 28/27 Q1006 NOSIG RMK A2971 CB/OCNL LTG N-NE
RPLL,2025-07-09 18:00,RPLL 091800Z 24014KT 9000 -RA FEW023CB SCT025 OVC090 27/26 Q1005 NOSIG RMK A2968 CB SW  NW
RPLL,2025-07-09 19:00,RPLL 091900Z 22003KT 170V280 9999 FEW023CB SCT025 BKN100 26/25 Q1004 NOSIG RMK A2965 CB/LTG OCNL NW
RPLL,2025-07-09 20:00,RPLL 092000Z VRB03KT 9999 FEW025 BKN100 27/26 Q1004 NOSIG RMK A2965
RPLL,2025-07-09 21:00,RPLL 092100Z 00000KT 9000 -RA SCT022 OVC090 26/26 Q1004 NOSIG RMK A2965
RPLL,2025-07-09 22:00,RPLL 092200Z 25007KT 220V280 9000 -RA SCT022 OVC090 27/26 Q1004 NOSIG RMK A2965
